epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6566113233566284,0.6734968423843384,0.001,0.6875,0.5859084129333496
1,0.7389811277389526,0.5279756188392639,0.001,0.7721688151359558,0.49167272448539734
2,0.7799084186553955,0.4611731171607971,0.001,0.776442289352417,0.46837547421455383
3,0.8103606104850769,0.4120735228061676,0.001,0.7721688151359558,0.501620888710022
4,0.8263881206512451,0.38325023651123047,0.001,0.7564102411270142,0.5321087837219238
5,0.8469375967979431,0.3414340615272522,0.001,0.8544337749481201,0.3627440929412842
6,0.8599885702133179,0.3215827941894531,0.001,0.8600427508354187,0.31586623191833496
7,0.8693188428878784,0.2975616157054901,0.001,0.8587072491645813,0.3301316499710083
8,0.8814539313316345,0.2765827775001526,0.001,0.8971688151359558,0.24170628190040588
9,0.8870635628700256,0.26502904295921326,0.001,0.8504273295402527,0.33362913131713867
10,0.8904979825019836,0.2557326853275299,0.001,0.8843482732772827,0.2823553681373596
11,0.8913565874099731,0.25447002053260803,0.001,0.9118589758872986,0.20903614163398743
12,0.9060675501823425,0.2334267497062683,0.001,0.8504273295402527,0.3185212016105652
13,0.9062964916229248,0.22499068081378937,0.001,0.906784176826477,0.2302667200565338
14,0.9082999229431152,0.22395871579647064,0.001,0.9025107026100159,0.2366456240415573
15,0.9091013073921204,0.22119703888893127,0.001,0.8971688151359558,0.2494964897632599
16,0.9188895225524902,0.197273850440979,0.00075,0.9308226704597473,0.17526927590370178
17,0.922095000743866,0.19234926998615265,0.00075,0.9345619678497314,0.17037776112556458
18,0.9222095012664795,0.1916751265525818,0.00075,0.9268162250518799,0.18196342885494232
19,0.9237549901008606,0.1849193423986435,0.00075,0.9388354420661926,0.16053570806980133
20,0.9252432584762573,0.18342910706996918,0.00075,0.9318910241127014,0.1625816822052002
21,0.9306811690330505,0.17363663017749786,0.00075,0.930021345615387,0.17043544352054596
22,0.9312535524368286,0.1704072803258896,0.00075,0.9169337749481201,0.1885143369436264
23,0.9337149262428284,0.16802680492401123,0.00075,0.9393696784973145,0.15428104996681213
24,0.9340583682060242,0.1632155179977417,0.00075,0.9049145579338074,0.24497784674167633
25,0.9373783469200134,0.15837141871452332,0.00075,0.9220085740089417,0.18781213462352753
26,0.9322839379310608,0.1665094941854477,0.00075,0.9377670884132385,0.15416978299617767
27,0.9369776844978333,0.15669740736484528,0.00075,0.94017094373703,0.15531714260578156
28,0.9354321956634521,0.15862520039081573,0.00075,0.9436431527137756,0.14433744549751282
29,0.9352031946182251,0.16517193615436554,0.00075,0.9043803215026855,0.24700991809368134
30,0.9388093948364258,0.1481737643480301,0.00075,0.9316239356994629,0.16447757184505463
31,0.9416714310646057,0.14646635949611664,0.00075,0.933226466178894,0.16688339412212372
32,0.9435603618621826,0.14286406338214874,0.00075,0.9415063858032227,0.14619885385036469
33,0.9468803405761719,0.1343417465686798,0.0005625,0.9254807829856873,0.18577589094638824
34,0.9501430988311768,0.1265312135219574,0.0005625,0.9265491366386414,0.18303267657756805
35,0.9483113884925842,0.12290723621845245,0.0005625,0.9289529919624329,0.17514875531196594
36,0.9481968879699707,0.12903554737567902,0.0005625,0.9452457427978516,0.1418650895357132
37,0.9496279358863831,0.12852266430854797,0.0005625,0.9460470080375671,0.1375805288553238
38,0.9559816718101501,0.11397087574005127,0.0005625,0.93482905626297,0.17316709458827972
39,0.9539782404899597,0.11749258637428284,0.0005625,0.9383012652397156,0.14933978021144867
40,0.9568975567817688,0.1141405925154686,0.0005625,0.9479166865348816,0.14376068115234375
41,0.9522610306739807,0.1262035071849823,0.0005625,0.9364316463470459,0.15927501022815704
42,0.9511162042617798,0.12750820815563202,0.0005625,0.9342948794364929,0.17477941513061523
43,0.9542072415351868,0.11780228465795517,0.0005625,0.9433760643005371,0.15086714923381805
44,0.9542072415351868,0.11267421394586563,0.0005625,0.9487179517745972,0.13980531692504883
45,0.9567258358001709,0.11070927232503891,0.0005625,0.9334936141967773,0.17082668840885162
46,0.9568402767181396,0.11038073152303696,0.0005625,0.9428418874740601,0.1611303687095642
47,0.9511162042617798,0.12217994779348373,0.0005625,0.9441773295402527,0.14859424531459808
